Year,NOC,Gold,Silver,Bronze,Total,Historical_Total_Medals,Historical_Gold_Medals,Is_Host,Participant_Count,Is_Participated,Previous_Medals,Previous_Participants,Past_Medal_Efficiency,Previous_Gold,Previous_Silver,Previous_Bronze,Previous_Total
1976,Mongolia,0.0,1.0,0.0,1.0,5.0,0.0,0,33.0,1,1.0,44.0,0.022727272727272728,0.0,1.0,0.0,1.0
1980,Mongolia,0.0,2.0,2.0,4.0,6.0,0.0,0,57.0,1,1.0,33.0,0.030303030303030304,0.0,1.0,0.0,1.0
1984,Mongolia,0.0,0.0,0.0,0.0,10.0,0.0,0,0.0,0,4.0,57.0,0.07017543859649122,0.0,2.0,2.0,4.0
1988,Mongolia,0.0,0.0,1.0,1.0,10.0,0.0,0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Mongolia,0.0,0.0,2.0,2.0,11.0,0.0,0,38.0,1,1.0,32.0,0.03125,0.0,0.0,1.0,1.0
1996,Mongolia,0.0,0.0,1.0,1.0,13.0,0.0,0,18.0,1,2.0,38.0,0.05263157894736842,0.0,0.0,2.0,2.0
2000,Mongolia,0.0,0.0,0.0,0.0,14.0,0.0,0,23.0,1,1.0,18.0,0.05555555555555555,0.0,0.0,1.0,1.0
2004,Mongolia,0.0,0.0,1.0,1.0,14.0,0.0,0,21.0,1,0.0,23.0,0.0,0.0,0.0,0.0,0.0
2008,Mongolia,2.0,2.0,0.0,4.0,15.0,0.0,0,31.0,1,1.0,21.0,0.047619047619047616,0.0,0.0,1.0,1.0
2012,Mongolia,0.0,2.0,3.0,5.0,19.0,2.0,0,32.0,1,4.0,31.0,0.12903225806451613,2.0,2.0,0.0,4.0
2016,Mongolia,0.0,1.0,1.0,2.0,24.0,2.0,0,46.0,1,5.0,32.0,0.15625,0.0,2.0,3.0,5.0
2020,Mongolia,0.0,1.0,3.0,4.0,26.0,2.0,0,61.0,1,2.0,46.0,0.043478260869565216,0.0,1.0,1.0,2.0
2024,Mongolia,0.0,1.0,0.0,1.0,30.0,2.0,0,48.0,1,4.0,61.0,0.06557377049180328,0.0,1.0,3.0,4.0
1896,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Montenegro,0.0,1.0,0.0,1.0,0.0,0.0,0,34.0,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0
2016,Montenegro,0.0,0.0,0.0,0.0,1.0,0.0,0,35.0,1,1.0,34.0,0.029411764705882353,0.0,1.0,0.0,1.0
2020,Montenegro,0.0,0.0,0.0,0.0,1.0,0.0,0,35.0,1,0.0,35.0,0.0,0.0,0.0,0.0,0.0
2024,Montenegro,0.0,0.0,0.0,0.0,1.0,0.0,0,19.0,1,0.0,35.0,0.0,0.0,0.0,0.0,0.0
1896,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Morocco,0.0,1.0,0.0,1.0,0.0,0.0,0,111.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Morocco,0.0,0.0,0.0,0.0,1.0,0.0,0,21.0,1,1.0,111.0,0.009009009009009009,0.0,1.0,0.0,1.0
1968,Morocco,0.0,0.0,0.0,0.0,1.0,0.0,0,25.0,1,0.0,21.0,0.0,0.0,0.0,0.0,0.0
1972,Morocco,0.0,0.0,0.0,0.0,1.0,0.0,0,39.0,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0
1976,Morocco,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1,0.0,39.0,0.0,0.0,0.0,0.0,0.0
1980,Morocco,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1984,Morocco,2.0,0.0,0.0,2.0,1.0,0.0,0,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Morocco,1.0,0.0,2.0,3.0,3.0,2.0,0,29.0,1,2.0,35.0,0.05714285714285714,2.0,0.0,0.0,2.0
1992,Morocco,1.0,1.0,1.0,3.0,6.0,3.0,0,45.0,1,3.0,29.0,0.10344827586206896,1.0,0.0,2.0,3.0
1996,Morocco,0.0,0.0,2.0,2.0,9.0,4.0,0,38.0,1,3.0,45.0,0.06666666666666667,1.0,1.0,1.0,3.0
2000,Morocco,0.0,1.0,4.0,5.0,11.0,4.0,0,55.0,1,2.0,38.0,0.05263157894736842,0.0,0.0,2.0,2.0
2004,Morocco,2.0,1.0,0.0,3.0,16.0,4.0,0,57.0,1,5.0,55.0,0.09090909090909091,0.0,1.0,4.0,5.0
2008,Morocco,0.0,1.0,1.0,2.0,19.0,6.0,0,49.0,1,3.0,57.0,0.05263157894736842,2.0,1.0,0.0,3.0
2012,Morocco,0.0,0.0,1.0,1.0,21.0,6.0,0,67.0,1,2.0,49.0,0.04081632653061224,0.0,1.0,1.0,2.0
2016,Morocco,0.0,0.0,1.0,1.0,22.0,6.0,0,52.0,1,1.0,67.0,0.014925373134328358,0.0,0.0,1.0,1.0
2020,Morocco,1.0,0.0,0.0,1.0,23.0,6.0,0,51.0,1,1.0,52.0,0.019230769230769232,0.0,0.0,1.0,1.0
2024,Morocco,1.0,0.0,1.0,2.0,24.0,7.0,0,63.0,1,1.0,51.0,0.0196078431372549,1.0,0.0,0.0,1.0
1896,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0
1988,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1992,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1996,Mozambique,0.0,0.0,1.0,1.0,0.0,0.0,0,3.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2000,Mozambique,1.0,0.0,0.0,1.0,1.0,0.0,0,4.0,1,1.0,3.0,0.3333333333333333,0.0,0.0,1.0,1.0
2004,Mozambique,0.0,0.0,0.0,0.0,2.0,1.0,0,4.0,1,1.0,4.0,0.25,1.0,0.0,0.0,1.0
2008,Mozambique,0.0,0.0,0.0,0.0,2.0,1.0,0,4.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2012,Mozambique,0.0,0.0,0.0,0.0,2.0,1.0,0,6.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2016,Mozambique,0.0,0.0,0.0,0.0,2.0,1.0,0,8.0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2020,Mozambique,0.0,0.0,0.0,0.0,2.0,1.0,0,10.0,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2024,Mozambique,0.0,0.0,0.0,0.0,2.0,1.0,0,7.0,1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
1896,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Namibia,0.0,2.0,0.0,2.0,0.0,0.0,0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Namibia,0.0,2.0,0.0,2.0,2.0,0.0,0,10.0,1,2.0,10.0,0.2,0.0,2.0,0.0,2.0
2000,Namibia,0.0,0.0,0.0,0.0,4.0,0.0,0,16.0,1,2.0,10.0,0.2,0.0,2.0,0.0,2.0
2004,Namibia,0.0,0.0,0.0,0.0,4.0,0.0,0,10.0,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0
2008,Namibia,0.0,0.0,0.0,0.0,4.0,0.0,0,11.0,1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2012,Namibia,0.0,0.0,0.0,0.0,4.0,0.0,0,9.0,1,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2016,Namibia,0.0,0.0,0.0,0.0,4.0,0.0,0,11.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2020,Namibia,0.0,1.0,0.0,1.0,4.0,0.0,0,11.0,1,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2024,Namibia,0.0,0.0,0.0,0.0,5.0,0.0,0,4.0,1,1.0,11.0,0.09090909090909091,0.0,1.0,0.0,1.0
1896,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Netherlands,0.0,2.0,3.0,5.0,0.0,0.0,0,73.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Netherlands,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,5.0,73.0,0.0684931506849315,0.0,2.0,3.0,5.0
1908,Netherlands,0.0,0.0,2.0,2.0,5.0,0.0,0,218.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Netherlands,0.0,0.0,3.0,3.0,7.0,0.0,0,45.0,1,2.0,218.0,0.009174311926605505,0.0,0.0,2.0,2.0
1920,Netherlands,4.0,2.0,5.0,11.0,10.0,0.0,0,213.0,1,3.0,45.0,0.06666666666666667,0.0,0.0,3.0,3.0
1924,Netherlands,4.0,1.0,5.0,10.0,21.0,4.0,0,246.0,1,11.0,213.0,0.051643192488262914,4.0,2.0,5.0,11.0
1928,Netherlands,6.0,9.0,4.0,19.0,31.0,8.0,1,384.0,1,10.0,246.0,0.04065040650406504,4.0,1.0,5.0,10.0
1932,Netherlands,2.0,5.0,1.0,8.0,50.0,14.0,0,80.0,1,19.0,384.0,0.049479166666666664,6.0,9.0,4.0,19.0
1936,Netherlands,6.0,4.0,7.0,17.0,58.0,16.0,0,227.0,1,8.0,80.0,0.1,2.0,5.0,1.0,8.0
1948,Netherlands,5.0,2.0,9.0,16.0,75.0,22.0,0,187.0,1,17.0,227.0,0.07488986784140969,6.0,4.0,7.0,17.0
1952,Netherlands,0.0,5.0,0.0,5.0,91.0,27.0,0,180.0,1,16.0,187.0,0.0855614973262032,5.0,2.0,9.0,16.0
1956,Netherlands,0.0,0.0,0.0,0.0,96.0,27.0,0,1.0,1,5.0,180.0,0.027777777777777776,0.0,5.0,0.0,5.0
1960,Netherlands,0.0,1.0,2.0,3.0,96.0,27.0,0,160.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1964,Netherlands,2.0,4.0,4.0,10.0,99.0,27.0,0,158.0,1,3.0,160.0,0.01875,0.0,1.0,2.0,3.0
1968,Netherlands,3.0,3.0,1.0,7.0,109.0,29.0,0,140.0,1,10.0,158.0,0.06329113924050633,2.0,4.0,4.0,10.0
1972,Netherlands,3.0,1.0,1.0,5.0,116.0,32.0,0,199.0,1,7.0,140.0,0.05,3.0,3.0,1.0,7.0
1976,Netherlands,0.0,2.0,3.0,5.0,121.0,35.0,0,175.0,1,5.0,199.0,0.02512562814070352,3.0,1.0,1.0,5.0
1980,Netherlands,0.0,1.0,2.0,3.0,126.0,35.0,0,112.0,1,5.0,175.0,0.02857142857142857,0.0,2.0,3.0,5.0
1984,Netherlands,5.0,2.0,6.0,13.0,129.0,35.0,0,185.0,1,3.0,112.0,0.026785714285714284,0.0,1.0,2.0,3.0
1988,Netherlands,2.0,2.0,5.0,9.0,142.0,40.0,0,202.0,1,13.0,185.0,0.07027027027027027,5.0,2.0,6.0,13.0
1988,Netherlands,0.0,1.0,0.0,1.0,151.0,42.0,0,202.0,1,9.0,202.0,0.04455445544554455,2.0,2.0,5.0,9.0
1992,Netherlands,2.0,6.0,7.0,15.0,152.0,42.0,0,257.0,1,1.0,202.0,0.0049504950495049506,0.0,1.0,0.0,1.0
1996,Netherlands,4.0,5.0,10.0,19.0,167.0,44.0,0,290.0,1,15.0,257.0,0.058365758754863814,2.0,6.0,7.0,15.0
2000,Netherlands,12.0,9.0,4.0,25.0,186.0,48.0,0,285.0,1,19.0,290.0,0.06551724137931035,4.0,5.0,10.0,19.0
2004,Netherlands,4.0,9.0,9.0,22.0,211.0,60.0,0,264.0,1,25.0,285.0,0.08771929824561403,12.0,9.0,4.0,25.0
2008,Netherlands,7.0,5.0,4.0,16.0,233.0,64.0,0,283.0,1,22.0,264.0,0.08333333333333333,4.0,9.0,9.0,22.0
2012,Netherlands,6.0,6.0,8.0,20.0,249.0,71.0,0,222.0,1,16.0,283.0,0.05653710247349823,7.0,5.0,4.0,16.0
2016,Netherlands,8.0,7.0,4.0,19.0,269.0,77.0,0,329.0,1,20.0,222.0,0.09009009009009009,6.0,6.0,8.0,20.0
2020,Netherlands,10.0,12.0,14.0,36.0,288.0,85.0,0,391.0,1,19.0,329.0,0.057750759878419454,8.0,7.0,4.0,19.0
2024,Netherlands,15.0,7.0,12.0,34.0,324.0,95.0,0,449.0,1,36.0,391.0,0.09207161125319693,10.0,12.0,14.0,36.0
1896,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1908,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,New Zealand,0.0,0.0,1.0,1.0,0.0,0.0,0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,New Zealand,0.0,0.0,1.0,1.0,1.0,0.0,0,6.0,1,1.0,6.0,0.16666666666666666,0.0,0.0,1.0,1.0
1928,New Zealand,1.0,0.0,0.0,1.0,2.0,0.0,0,13.0,1,1.0,6.0,0.16666666666666666,0.0,0.0,1.0,1.0
1932,New Zealand,0.0,1.0,0.0,1.0,3.0,1.0,0,29.0,1,1.0,13.0,0.07692307692307693,1.0,0.0,0.0,1.0
1936,New Zealand,1.0,0.0,0.0,1.0,4.0,1.0,0,9.0,1,1.0,29.0,0.034482758620689655,0.0,1.0,0.0,1.0
1948,New Zealand,0.0,0.0,0.0,0.0,5.0,2.0,0,8.0,1,1.0,9.0,0.1111111111111111,1.0,0.0,0.0,1.0
1952,New Zealand,1.0,0.0,2.0,3.0,5.0,2.0,0,20.0,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1956,New Zealand,2.0,0.0,0.0,2.0,8.0,3.0,0,57.0,1,3.0,20.0,0.15,1.0,0.0,2.0,3.0
1960,New Zealand,2.0,0.0,1.0,3.0,10.0,5.0,0,47.0,1,2.0,57.0,0.03508771929824561,2.0,0.0,0.0,2.0
1964,New Zealand,3.0,0.0,2.0,5.0,13.0,7.0,0,88.0,1,3.0,47.0,0.06382978723404255,2.0,0.0,1.0,3.0
1968,New Zealand,1.0,0.0,2.0,3.0,18.0,10.0,0,65.0,1,5.0,88.0,0.056818181818181816,3.0,0.0,2.0,5.0
1972,New Zealand,1.0,1.0,1.0,3.0,21.0,11.0,0,112.0,1,3.0,65.0,0.046153846153846156,1.0,0.0,2.0,3.0
1976,New Zealand,2.0,1.0,1.0,4.0,24.0,12.0,0,98.0,1,3.0,112.0,0.026785714285714284,1.0,1.0,1.0,3.0
1980,New Zealand,0.0,0.0,0.0,0.0,28.0,14.0,0,7.0,1,4.0,98.0,0.04081632653061224,2.0,1.0,1.0,4.0
1984,New Zealand,8.0,1.0,2.0,11.0,28.0,14.0,0,162.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1988,New Zealand,3.0,2.0,8.0,13.0,39.0,22.0,0,112.0,1,11.0,162.0,0.06790123456790123,8.0,1.0,2.0,11.0
1992,New Zealand,1.0,4.0,5.0,10.0,52.0,25.0,0,175.0,1,13.0,112.0,0.11607142857142858,3.0,2.0,8.0,13.0
1996,New Zealand,3.0,2.0,1.0,6.0,62.0,26.0,0,129.0,1,10.0,175.0,0.05714285714285714,1.0,4.0,5.0,10.0
2000,New Zealand,1.0,0.0,3.0,4.0,68.0,29.0,0,177.0,1,6.0,129.0,0.046511627906976744,3.0,2.0,1.0,6.0
2004,New Zealand,3.0,2.0,0.0,5.0,72.0,30.0,0,184.0,1,4.0,177.0,0.022598870056497175,1.0,0.0,3.0,4.0
2008,New Zealand,3.0,2.0,4.0,9.0,77.0,33.0,0,201.0,1,5.0,184.0,0.02717391304347826,3.0,2.0,0.0,5.0
2012,New Zealand,6.0,2.0,5.0,13.0,86.0,36.0,0,204.0,1,9.0,201.0,0.04477611940298507,3.0,2.0,4.0,9.0
2016,New Zealand,4.0,9.0,5.0,18.0,99.0,42.0,0,232.0,1,13.0,204.0,0.06372549019607843,6.0,2.0,5.0,13.0
2020,New Zealand,7.0,6.0,7.0,20.0,117.0,46.0,0,279.0,1,18.0,232.0,0.07758620689655173,4.0,9.0,5.0,18.0
2024,New Zealand,10.0,7.0,3.0,20.0,137.0,53.0,0,253.0,1,20.0,279.0,0.07168458781362007,7.0,6.0,7.0,20.0
1896,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
